LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
329845,2,2,3,61,8,-2,1,1,3,8,402320,210567,238580,255034,35944,179467,43959,49184,4835,30756,24009,16647,1
126709,2,1,2,20,4,5,3,-1,3,6,68947,34251,80523,122115,317275,202634,2280,25190,23315,43389,13401,9589,0
58726,1,3,3,48,1,1,0,4,5,5,387988,255369,160510,167554,342192,452788,21152,22787,21810,8164,19044,35777,0
129154,1,4,3,69,1,1,2,2,7,5,398771,227507,112475,431527,266884,79821,42965,3786,42626,46580,17733,15953,1
363910,2,4,2,53,6,-1,7,1,2,2,268959,383584,438916,262774,333492,14297,6733,636,31269,47360,3021,16668,1
429291,1,3,2,32,3,8,6,5,6,6,154840,329901,240936,264176,116845,454444,42382,30440,31985,43599,23332,36948,1
416807,2,4,2,20,1,8,8,6,-2,0,72516,222973,281547,480733,244822,410795,29635,3273,47590,12533,49731,12582,1
204619,1,1,2,53,-1,8,0,6,6,0,368402,112330,296843,160440,195437,486291,46564,19018,49118,42908,14946,44838,1
337361,1,4,3,48,3,-2,2,0,7,-2,300693,363431,319808,239770,44853,29118,43801,180,32669,24881,36807,28071,0
110442,1,2,3,67,-1,7,5,0,4,6,327726,353931,247777,405856,312778,78088,33851,30761,26100,29746,27389,26891,1
153642,2,3,1,66,2,6,3,2,1,3,4334,76648,8936,379456,247607,52656,32891,21270,30396,42030,16261,13237,1
449204,1,1,1,32,3,4,1,2,0,-1,463758,457375,167361,132899,137587,341708,10658,6351,19122,1479,4480,41754,1
16370,2,3,3,67,1,1,5,7,7,5,33145,32202,91936,75545,236842,303005,5837,14818,49372,18147,10792,28637,1
51899,2,1,1,68,0,3,8,-1,8,6,183402,27518,340071,350352,387649,179667,20769,28483,35251,40784,39092,7775,0
111864,2,2,3,48,4,-1,0,-2,3,6,201355,93675,28352,128828,400828,28711,9329,32835,14550,40697,13951,10314,0
23000,2,3,1,58,-1,4,0,5,-2,-1,677,454730,281901,461337,324763,319830,5120,23116,2888,42434,7215,23412,1
98903,1,4,2,43,8,-1,1,0,0,-1,248544,259999,105315,64623,233873,285060,15116,40197,2236,8460,16564,38982,1
295690,2,1,1,45,3,7,6,-2,-1,4,376404,393970,474422,159157,287874,56451,43024,5622,10245,35294,29202,46964,1
216498,2,3,2,36,1,5,2,-2,8,8,411634,113921,167770,27393,192507,454454,857,4227,11645,7325,35173,33174,0
447409,1,4,2,26,3,5,5,8,6,1,439698,245110,162610,351652,63278,99474,14631,2212,20752,39254,19368,25307,1
410547,2,3,2,32,1,-2,3,-1,0,-2,243859,179144,461692,445631,192810,371754,21202,26791,10742,12256,24907,12536,1
177490,1,3,2,24,1,5,0,3,-1,5,315318,413914,208673,317937,265166,442537,25528,35311,31545,36890,22745,33643,1
137117,2,3,1,45,1,-1,5,3,1,-1,39759,11302,481431,468876,299417,289737,9078,6526,10562,22750,450,49111,1
196049,1,1,3,68,6,3,6,0,-1,0,244019,121921,12085,64251,467900,123424,48211,31947,9393,49313,19780,23811,1
299244,2,4,2,22,4,-2,5,1,-2,2,77407,76287,153172,43866,388666,154624,28943,23847,23561,28994,29365,8107,0
141351,1,2,1,26,0,2,1,-1,3,0,184821,429594,333096,419206,75996,442873,26105,49367,44433,31628,28497,5167,1
315832,2,1,2,68,0,8,8,-1,7,4,164652,233771,445428,427755,87091,149128,441,35873,23415,18408,37488,13462,1
210611,2,1,1,58,3,4,3,4,5,4,211770,202110,128202,415519,50247,373095,24285,32873,20692,36726,33518,28472,0
280503,1,1,1,20,3,7,-2,-2,7,-1,285818,224741,465238,399482,369090,495082,41883,28522,28904,24744,13840,47340,1
223701,1,2,1,68,1,-2,1,4,7,4,451438,485962,297060,181114,353061,499908,10982,49868,12860,903,12782,14958,1
154288,1,4,3,36,6,-1,5,-2,-1,8,197242,425133,400504,108731,493181,266739,17560,49022,17671,30429,23207,15269,0
474742,1,4,1,62,1,4,-2,3,6,3,490565,353184,198603,464402,261011,413277,1028,26905,10691,41522,36648,24058,1
384166,2,4,1,44,6,3,0,0,0,7,379514,145239,106090,153500,413207,495124,48846,22759,28590,11840,4691,45927,1
78655,2,3,3,22,1,0,-2,5,5,6,255740,82586,455617,199203,288219,187336,3332,23105,34869,11053,47416,20952,0
435549,1,3,3,34,-1,7,6,3,5,6,322013,460716,466567,349779,437043,126204,44911,21417,33684,30444,27157,11161,0
248841,2,3,1,48,-1,-1,-1,8,0,-1,51112,211537,248787,146678,360510,57116,15649,26569,12740,40898,15320,8156,0
448330,1,2,3,62,2,7,6,-1,0,4,422260,139377,3247,409565,321442,70449,29377,13679,38982,12481,34669,22850,1
401929,1,3,2,51,1,1,1,5,3,2,291178,235460,54891,35017,282561,426778,33965,46339,12797,46613,2236,40033,1
218354,2,2,2,45,4,0,-1,2,-2,3,493033,458923,286513,395591,361485,294361,7041,24511,7515,46369,24219,14567,0
21009,2,4,3,35,8,4,1,5,1,-2,318214,193533,11888,300925,209826,436854,22187,42100,17490,10026,24298,25626,0
141651,2,3,3,44,2,5,8,5,-2,4,417055,281320,198455,286496,48288,394727,16273,23765,29887,13189,8098,30150,1
275400,2,3,1,47,3,-1,8,3,0,3,399881,401483,151684,229188,19993,336872,2830,35914,7100,35029,41869,22523,1
320404,2,1,3,28,7,7,7,-1,6,1,172730,213566,357174,138522,239511,304656,41659,16844,32404,47586,39840,9584,1
136364,2,2,1,20,1,4,3,5,2,-2,129805,116770,27789,232035,299645,24169,2258,31240,43153,35494,7636,46087,1
78284,2,4,2,48,-1,5,8,8,2,6,215246,497262,244365,225014,39424,436137,32662,24918,14657,22245,18191,28272,0
419115,1,1,3,41,7,3,4,3,8,1,233620,478285,289557,291877,143451,208921,15703,18355,22510,8450,5021,36456,1
492357,1,1,1,35,6,3,0,3,1,-1,120042,421739,308645,140787,161016,279893,9606,44077,11415,23050,42430,31802,0
267588,1,4,1,60,7,7,0,5,0,5,447298,344186,202578,38797,281397,10976,33354,5635,18063,30338,16166,49902,1
94122,1,1,2,63,4,-2,7,-2,2,-1,271273,147432,152183,72544,139241,468036,28726,24346,1098,16547,21965,22815,0
143430,1,2,3,60,1,1,5,-1,8,2,489222,456706,341246,349588,47824,451370,15762,9718,47688,25512,16193,21248,1
19011,2,2,2,26,0,-2,2,6,1,8,405008,137778,423784,11246,82428,271639,25648,43052,20794,6510,15501,18006,0
458006,1,3,1,33,7,1,1,8,5,3,277852,400404,346808,428221,86973,288655,12311,12673,39443,22609,37365,18081,1
67698,1,1,1,48,0,-1,4,5,1,8,473520,459129,466051,347198,421347,352508,43184,31671,7132,4538,37378,13788,1
292493,1,3,3,38,6,8,4,4,8,5,252437,301501,358631,384043,142159,132347,15690,8278,40617,2454,25889,49031,1
144287,1,1,1,38,2,2,6,4,5,8,443553,401528,382309,417992,357345,110957,12257,20245,43007,42861,32880,43539,1
281547,1,2,3,21,0,7,6,2,3,-2,179072,395847,83951,61355,283919,337011,37591,44967,35773,10254,25583,15833,0
329195,1,2,2,60,2,6,2,-1,8,-2,189321,96578,209769,411225,488519,52211,879,8303,45160,28757,1429,15261,1
416573,1,2,3,64,-1,8,5,8,2,1,209065,333962,242527,252321,136411,227031,13400,33159,8359,7449,3300,5176,1
111146,2,1,3,34,8,7,7,3,1,2,273312,46733,128146,442761,79186,246380,18769,10225,23824,13126,19187,43851,1
15387,2,2,1,22,1,0,-2,7,1,6,276745,253925,264269,443293,26018,190668,44111,20787,31005,18066,37487,18588,1
77073,1,1,1,30,7,5,6,0,1,8,248199,81117,145395,12089,120479,92634,47522,27030,29809,7183,45661,28630,0
451009,2,3,3,65,-1,0,5,1,8,4,153000,208174,343751,191432,342035,177658,35823,28865,43052,2298,1485,45018,1
438206,2,1,1,49,-1,3,3,7,6,4,463603,416491,235144,263199,42629,168778,24626,30125,10784,43857,18401,20405,0
302732,2,3,1,59,5,1,0,8,1,5,294293,493583,229403,339180,122350,249632,32031,32006,8782,591,11189,40343,1
304253,2,1,1,37,-2,5,0,-1,6,2,203869,158979,491821,143093,427654,337340,20700,13588,12668,3066,40760,21514,1
335867,1,3,3,67,4,8,5,-1,7,2,325588,265977,196222,126071,291476,484117,14941,20068,44577,40253,42298,35047,1
95931,2,2,1,21,2,3,2,5,3,-2,383983,255649,181147,190632,34760,72081,47534,1865,47051,14100,10320,21559,0
458061,2,3,3,51,8,5,7,5,7,6,480364,477200,159302,250469,23841,436508,5769,38437,28481,36141,35541,19637,1
215197,2,2,1,27,5,-2,8,7,4,3,249774,239291,447374,475573,30561,142089,17319,41854,25068,7311,36587,49535,0
197737,1,2,2,41,-2,3,4,3,7,6,56049,349553,248361,381054,470937,295686,44954,9961,30269,11864,8852,30617,1
264269,1,3,1,25,8,-2,2,2,0,0,220382,460894,300007,214660,424935,273368,36157,10072,30815,28638,21684,18369,1
33013,1,1,1,31,4,-2,5,5,5,2,239485,186689,90409,27183,422470,278474,1455,2101,8515,49431,31016,12890,0
91478,1,1,3,66,2,5,7,1,0,-1,448497,451061,270471,84260,462108,361679,1154,48519,34320,3672,1303,1988,1
371636,1,4,3,59,1,4,7,8,-2,7,197400,458728,137324,227962,252627,190844,25825,40359,22617,20027,20229,35328,1
50571,1,1,1,55,4,0,1,1,7,2,476662,465331,365318,406912,123672,159549,24212,18035,25869,2154,7747,18607,0
305544,1,4,2,34,7,3,-1,2,2,5,242565,135223,416264,190347,200674,426417,22149,24095,1515,9961,27094,41062,1
130221,2,1,1,47,-1,6,0,-2,-1,8,486890,200177,357405,269248,359432,110047,15117,14598,38227,45373,42145,18193,0
200754,2,1,1,68,-2,4,5,-2,7,-1,4099,435197,365122,445902,438016,90123,49331,29862,41771,4823,26237,18666,1
151459,2,2,2,64,-2,0,8,-1,3,5,449407,179580,256237,456898,217545,7803,13599,35865,30971,42842,1799,38959,1
184279,1,4,3,37,8,3,4,5,7,1,465560,300126,356059,107887,267690,105288,24502,22368,37436,8890,1482,24473,1
362332,1,1,1,21,-2,8,-1,4,6,7,480510,59027,211343,21797,465891,259265,20244,43679,26135,43089,30275,44244,1
155589,1,4,3,32,2,1,3,7,-2,7,6538,28137,325744,152705,53749,269254,8512,25851,30917,26901,16399,29506,1
287538,1,2,3,64,7,0,6,6,1,-2,85850,205996,129519,347901,431149,127210,10130,7212,19728,43910,28633,12032,1
243264,1,2,2,34,4,6,1,2,-2,2,326882,289458,34878,475556,79653,36137,45915,31114,39593,7585,8181,28413,1
335198,2,4,2,39,-1,7,6,-1,-2,-2,12736,196349,206736,38515,241930,372320,42913,23111,23413,38101,38843,200,1
469046,2,2,3,48,7,-1,-1,4,5,4,31804,288867,230889,14241,109211,378987,9952,46783,34010,34034,43035,15619,1
368960,1,3,1,61,5,-2,-1,5,8,5,110539,257542,128203,442073,301473,498918,43783,19594,31071,27146,44461,10397,0
115320,1,3,3,48,1,-1,6,4,-1,0,256219,342853,363854,374072,279286,450014,10459,20143,35115,40529,15203,32709,1
25279,1,2,1,22,0,4,4,4,-2,0,272951,324766,36775,496124,190003,463031,31327,32538,39260,32413,33036,6801,0
138509,1,3,1,38,7,7,4,2,8,4,17130,212122,111374,198396,431651,399101,4064,26349,25635,43852,13952,14504,1
301588,2,1,2,22,8,-2,-2,-1,5,1,85183,212497,374282,208025,329906,307751,44018,18722,40653,19053,38137,16565,1
35198,1,4,1,33,5,3,8,3,1,0,249852,70389,218562,86155,360602,64272,2575,49488,24862,29496,6026,164,0
253219,1,1,1,59,-1,4,3,1,0,5,296970,256619,352641,57923,75329,311156,27747,15109,47831,43530,38138,2338,1
302452,1,4,3,23,8,6,4,7,1,0,74200,293589,283742,289359,441582,27977,38985,13876,37633,10740,21986,15556,1
173779,1,2,2,30,8,5,8,-1,8,4,199420,238244,475356,182142,83520,442649,5841,43221,8557,24287,42777,11117,1
387746,2,1,1,50,0,3,3,6,2,-1,452200,162853,298897,40158,111392,240910,20224,168,41479,48037,36946,5845,0
62233,1,2,1,62,0,0,3,4,-2,8,499449,360824,7434,443493,64027,348736,2097,10062,27579,23680,18825,7708,1
46817,1,2,2,51,7,5,-1,3,8,8,493607,37330,176438,99178,220179,26121,34137,29522,49223,12641,45176,41776,1
366812,2,4,3,46,8,4,3,2,-2,-2,440837,457220,71530,374292,443854,267124,15372,8122,35940,17553,14166,34165,1
252790,2,4,2,49,-2,0,1,0,0,3,197330,10321,462316,141114,126223,150631,27969,49290,4219,44254,48349,24205,0
347317,2,4,2,62,3,6,6,7,3,5,343287,481175,52006,406452,186876,142484,46636,23209,19748,47744,38360,45443,1
223065,1,1,1,21,-1,-1,-2,7,-2,-2,208296,231177,193853,59198,423033,194827,15292,29868,25863,47505,49533,1477,0
130736,1,3,1,68,-2,0,5,1,8,7,324263,206334,113049,378035,308907,319,2431,8018,41950,34947,2695,17246,0
411360,2,4,3,28,-1,-1,2,0,-1,6,154716,128222,423360,49059,375808,233330,33781,14468,36467,25480,13701,41169,1
401713,2,4,1,47,3,-2,-2,8,4,0,303101,5035,154283,223457,107000,243283,39342,30731,18468,9134,37063,31414,1
350401,2,1,1,50,1,1,1,5,-2,0,261879,137395,495946,367002,358244,431565,47893,27477,32671,6161,46112,49084,1
143351,2,4,2,53,3,2,-2,0,4,1,12240,54699,19308,86609,113805,224262,7890,39218,28845,2988,1438,47225,1
299213,2,1,1,34,6,3,3,4,1,8,395351,329910,64138,142832,493656,181778,19606,13461,6302,885,0,8497,1
186877,2,2,3,67,7,2,-1,4,7,-2,5948,159537,112319,432383,279943,497373,42207,32677,11742,43905,12812,48599,1
54875,1,4,2,44,7,-2,2,4,3,6,146577,383589,405553,442559,347819,285606,40343,14548,17056,40454,42638,47276,1
459483,1,4,3,55,5,0,4,4,5,8,2962,103458,439258,22467,59200,236306,31239,29337,9774,28391,38357,18680,1
77041,1,2,2,27,-2,-2,-1,-1,6,0,188100,450117,35725,84045,125327,247967,13468,30251,7506,49936,17013,49144,1
475616,2,2,1,28,5,8,3,7,3,7,31580,261490,16230,58735,69870,404590,14201,6091,2909,47652,100,1792,1
228542,2,2,2,56,6,2,3,0,8,1,456755,57253,372278,89846,195085,170338,6200,27431,43655,32755,27735,33037,1
